event_index,mode,phase,student_id,task_id,attempt_no,scenario,status,action,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,error
43,RULE,replay,220003,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,4,47,for loop condition,
44,RULE,replay,220003,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,5,21,for loop condition,
45,RULE,replay,220003,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,43,while condition,
46,RULE,replay,220003,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,4,40,while condition,
47,RULE,replay,220003,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,50,unfinished implementation,
48,RULE,replay,220003,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,19,"line 1, column 66",
49,RULE,replay,220003,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,41,unfinished implementation,
50,RULE,replay,220003,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,6,52,logic block,
51,RULE,replay,220003,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,6,43,logic block,
52,RULE,replay,220003,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,6,24,logic block,
53,RULE,replay,220003,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,18,statement ending,
54,RULE,replay,220003,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,22,for loop condition,
55,RULE,replay,220003,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,42,unfinished implementation,
56,RULE,replay,220003,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,51,while condition,
57,RULE,replay,220003,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,7,33,logic block,
58,RULE,replay,220004,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,48,statement ending,
59,RULE,replay,220004,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,28,statement ending,
60,RULE,replay,220004,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,25,statement ending,
61,RULE,replay,220004,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,29,for loop condition,
62,RULE,replay,220004,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,27,for loop condition,
63,RULE,replay,220004,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,28,for loop condition,
64,RULE,replay,220004,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,29,while condition,
65,RULE,replay,220004,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,45,while condition,
66,RULE,replay,220004,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,47,unfinished implementation,
67,RULE,replay,220004,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,21,"line 1, column 66",
68,RULE,replay,220004,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,5,36,unfinished implementation,
69,RULE,replay,220004,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,6,51,logic block,
70,RULE,replay,220004,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,5,45,logic block,
71,RULE,replay,220004,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,7,47,logic block,
72,RULE,replay,220004,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,19,statement ending,
73,RULE,replay,220004,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,24,for loop condition,
74,RULE,replay,220004,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,44,unfinished implementation,
75,RULE,replay,220004,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,22,while condition,
76,RULE,replay,220004,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,6,40,logic block,
77,RULE,replay,220005,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,20,statement ending,
78,RULE,replay,220005,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,18,statement ending,
79,RULE,replay,220005,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,18,statement ending,
80,RULE,replay,220005,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,11,23,for loop condition,
81,RULE,replay,220005,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,23,for loop condition,
82,RULE,replay,220005,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,36,for loop condition,
83,RULE,replay,220005,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,5,48,while condition,
84,RULE,replay,220005,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,5,21,while condition,
85,RULE,replay,220005,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,27,unfinished implementation,
86,RULE,replay,220005,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,18,"line 1, column 66",
87,RULE,replay,220005,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,40,unfinished implementation,
88,RULE,replay,220005,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,5,24,logic block,
89,RULE,replay,220005,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,6,39,logic block,
90,RULE,replay,220005,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,6,24,logic block,
91,RULE,replay,220005,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,32,statement ending,
92,RULE,replay,220005,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,21,for loop condition,
93,RULE,replay,220005,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,21,unfinished implementation,
94,RULE,replay,220005,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,42,while condition,
95,RULE,replay,220005,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,6,22,logic block,
96,RULE,replay,220006,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,21,statement ending,
97,RULE,replay,220006,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,46,statement ending,
98,RULE,replay,220006,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,29,statement ending,
99,RULE,replay,220006,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,6,38,for loop condition,
100,RULE,replay,220006,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,5,21,for loop condition,
