event_index,mode,phase,student_id,task_id,attempt_no,scenario,status,action,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,error
24,ML,replay,230002,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,63,for loop condition,
25,ML,replay,230002,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,61,for loop condition,
26,ML,replay,230002,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,3,66,while condition,
27,ML,replay,230002,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,60,while condition,
28,ML,replay,230002,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,39,unfinished implementation,
29,ML,replay,230002,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,"line 1, column 66",
30,ML,replay,230002,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,36,unfinished implementation,
31,ML,replay,230002,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,39,logic block,
32,ML,replay,230002,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,9,58,logic block,
33,ML,replay,230002,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,58,logic block,
34,ML,replay,230002,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,42,statement ending,
35,ML,replay,230002,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,56,for loop condition,
36,ML,replay,230002,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,60,unfinished implementation,
37,ML,replay,230002,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,61,while condition,
38,ML,replay,230002,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,10,62,logic block,
39,ML,replay,230003,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,60,statement ending,
40,ML,replay,230003,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,5,42,statement ending,
41,ML,replay,230003,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,5,31,statement ending,
42,ML,replay,230003,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,6,52,for loop condition,
43,ML,replay,230003,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,64,for loop condition,
44,ML,replay,230003,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,59,for loop condition,
45,ML,replay,230003,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,48,while condition,
46,ML,replay,230003,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,62,while condition,
47,ML,replay,230003,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,38,unfinished implementation,
48,ML,replay,230003,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,32,"line 1, column 66",
49,ML,replay,230003,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,53,unfinished implementation,
50,ML,replay,230003,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,46,logic block,
51,ML,replay,230003,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,6,52,logic block,
52,ML,replay,230003,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,56,logic block,
53,ML,replay,230003,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,29,statement ending,
54,ML,replay,230003,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,49,for loop condition,
55,ML,replay,230003,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,51,unfinished implementation,
56,ML,replay,230003,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,19,67,while condition,
57,ML,replay,230003,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,8,56,logic block,
58,ML,replay,230004,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,57,statement ending,
59,ML,replay,230004,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,46,statement ending,
60,ML,replay,230004,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,34,statement ending,
61,ML,replay,230004,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,13,78,for loop condition,
62,ML,replay,230004,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,13,51,for loop condition,
63,ML,replay,230004,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,12,65,for loop condition,
64,ML,replay,230004,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,10,67,while condition,
65,ML,replay,230004,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,59,while condition,
66,ML,replay,230004,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,53,unfinished implementation,
67,ML,replay,230004,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,"line 1, column 66",
68,ML,replay,230004,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,56,unfinished implementation,
69,ML,replay,230004,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,64,logic block,
70,ML,replay,230004,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,7,64,logic block,
71,ML,replay,230004,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,59,logic block,
72,ML,replay,230004,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,40,statement ending,
73,ML,replay,230004,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,51,for loop condition,
74,ML,replay,230004,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,88,unfinished implementation,
75,ML,replay,230004,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,49,while condition,
76,ML,replay,230004,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,9,47,logic block,
77,ML,replay,230005,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,45,statement ending,
78,ML,replay,230005,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,11,53,statement ending,
79,ML,replay,230005,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,53,statement ending,
80,ML,replay,230005,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,38,for loop condition,
81,ML,replay,230005,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,32,for loop condition,
82,ML,replay,230005,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,32,for loop condition,
83,ML,replay,230005,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,36,while condition,
84,ML,replay,230005,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,34,while condition,
85,ML,replay,230005,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,34,unfinished implementation,
86,ML,replay,230005,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,0,29,"line 1, column 66",
87,ML,replay,230005,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,46,unfinished implementation,
88,ML,replay,230005,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,49,logic block,
89,ML,replay,230005,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,8,32,logic block,
90,ML,replay,230005,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,7,42,logic block,
91,ML,replay,230005,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,1,27,statement ending,
92,ML,replay,230005,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,11,37,for loop condition,
93,ML,replay,230005,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,45,unfinished implementation,
94,ML,replay,230005,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,31,while condition,
95,ML,replay,230005,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,9,57,logic block,
96,ML,replay,230006,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,46,statement ending,
97,ML,replay,230006,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,41,statement ending,
98,ML,replay,230006,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,49,statement ending,
99,ML,replay,230006,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,53,for loop condition,
100,ML,replay,230006,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,50,for loop condition,
