event_index,mode,cohort,student_id,problem_id,problem_slug,problem_title,difficulty,concept,attempt_no,stage,scenario,expected_action,expected_reason,status,action,agreement,feedback_source,feedback_text,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,code_lines,error
11,ML,1,301002,302,two-sum,Two Sum,easy,hash map lookup and pair search,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,"You're on the right track with incrementing the `checkpoint`, but let's think about how to ensure it's being updated correctly based on the problem's conditions. Consider what might cause the tests to fail even if the increment happens.",UNKNOWN,True,1,2,0,1076,logic block,1,
12,ML,1,301002,302,two-sum,Two Sum,easy,hash map lookup and pair search,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,You're on the right track with iterating through the array and checking for the complement! Consider how you can store and efficiently retrieve the indices of numbers you've already seen.,UNKNOWN,True,3,0,0,1044,logic block,1,
13,ML,1,301003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a missing semicolon at the end of your statement. Remember that most statements in C++ need to be terminated with a semicolon to be properly recognized by the compiler.,SYNTAX_ERROR,False,0,0,0,857,statement ending,1,
14,ML,1,301003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,"It looks like you've got the basic structure in place, but the core logic for calculating progress is still missing. What's the first step you'd take to figure out how much progress has been made?",STUCK_NO_PROGRESS,True,0,3,0,2178,unfinished implementation,2,
15,ML,1,301003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,3,first_conceptual_error,possible_null_access_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,gemini,Great job on your logic for this problem! You've correctly handled the core of the task.,UNKNOWN,True,3,0,0,1402,logic block,1,
16,ML,1,301003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,4,repeated_conceptual_error,possible_null_access_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,NO_FEEDBACK,false,gemini,Great job on passing the tests! Your logic for checking balanced parentheses seems to be working correctly.,UNKNOWN,True,3,0,0,766,logic block,1,
17,ML,1,301003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,Great start on implementing the checkpoint logic! Take another look at the conditions where you're incrementing the `checkpoint` variable and consider if there's a scenario where it might not be advancing as expected based on the task requirements.,UNKNOWN,True,1,2,0,1635,logic block,1,
18,ML,1,301003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,gemini,Great job on getting most of the tests to pass! Take another look at the logic within your loop; you might be able to refine how you're handling the stack based on the characters you encounter.,UNKNOWN,True,3,0,0,2396,logic block,1,
19,ML,1,301004,304,binary-search,Binary Search,easy,search interval invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a small syntax issue with how the statement is ending. Try reviewing the punctuation you're using at the end of your lines.,SYNTAX_ERROR,False,0,0,0,6097,statement ending,1,
20,ML,1,301004,304,binary-search,Binary Search,easy,search interval invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,template,What should be true at each iteration for your algorithm to work correctly?,STUCK_NO_PROGRESS,True,0,3,0,2545,unfinished implementation,2,
21,ML,1,301004,304,binary-search,Binary Search,easy,search interval invariant,3,first_conceptual_error,wrong_loop_boundary_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,gemini,You're off to a good start with your binary search implementation! Take another look at the loop condition and how `left` and `right` are updated to ensure you cover all possible target locations.,WRONG_LOOP_BOUNDARY,True,1,2,0,1970,binary search loop boundary,1,
22,ML,1,301004,304,binary-search,Binary Search,easy,search interval invariant,4,repeated_conceptual_error,wrong_loop_boundary_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great job on implementing the binary search! Take another look at your `while` loop condition and how you adjust the `high` boundary. Consider what happens when `low` and `high` are very close together.,WRONG_LOOP_BOUNDARY,True,1,2,0,8496,binary search loop boundary,1,
23,ML,1,301004,304,binary-search,Binary Search,easy,search interval invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,"Great start on implementing the checkpoint logic! Think about how the `checkpoint` variable should change to reflect the progression through the task, especially when more than one test fails.",UNKNOWN,True,1,2,0,3832,logic block,1,
24,ML,1,301004,304,binary-search,Binary Search,easy,search interval invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,template,Good progress. Continue working.,UNKNOWN,True,3,0,1,1092,logic block,1,
25,ML,1,301005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a syntax issue with how your statement is ending. Double-check the punctuation and structure of that line.,SYNTAX_ERROR,False,0,0,0,2020,statement ending,1,
26,ML,1,301005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,template,What should be true at each iteration for your algorithm to work correctly?,STUCK_NO_PROGRESS,True,0,3,0,1811,unfinished implementation,2,
27,ML,1,301005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,template,Good progress. Continue working.,OFF_BY_ONE,True,1,2,0,602,for loop condition,1,
28,ML,1,301005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great start! Take another look at your `for` loop's condition and how it relates to array indexing. You're almost there with getting all the elements in!,OFF_BY_ONE,True,1,2,0,1052,for loop condition,1,
29,ML,1,301005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,You're off to a good start with the checkpoint logic! Review the conditions that lead to the checkpoint being incremented to ensure it aligns with the task requirements.,UNKNOWN,True,1,2,0,1462,logic block,1,
30,ML,1,301005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,template,Good progress. Continue working.,UNKNOWN,True,3,0,0,1586,logic block,1,
31,ML,1,301006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a small syntax error in your code. Double-check how you're ending that statement.,SYNTAX_ERROR,False,0,0,0,791,statement ending,1,
32,ML,1,301006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you're still in the early stages of implementing the core algorithm. What's the first step you think you need to take to start tackling the problem?,STUCK_NO_PROGRESS,True,0,3,0,1996,unfinished implementation,2,
33,ML,1,301006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,gemini,"It looks like your `while` loop condition might be preventing the loop from ever ending, which could be causing issues with your calculations. Consider how the `left` and `right` pointers are being updated to eventually meet.",WRONG_CONDITION,True,1,2,0,921,while condition,1,
34,ML,1,301006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great start! Think about what needs to be true for the `while` loop to continue executing and accumulating water. Consider the relationship between `left` and `right` in your loop's condition.,WRONG_CONDITION,True,1,2,0,803,while condition,1,
35,ML,1,301006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,You're on the right track with your logic block! Consider how the `checkpoint` variable's value changes with each iteration.,UNKNOWN,True,1,2,0,738,logic block,1,
36,ML,1,301006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great start on setting up your pointers for the two-pointer approach! Consider what happens to `left` and `right` in your loop and how that might affect your calculation of trapped water.,UNKNOWN,True,3,0,1,801,logic block,1,
37,ML,1,301007,307,lru-cache,LRU Cache,medium,state update and eviction policy,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a small syntax issue with how your statement is ending. Double-check the punctuation at the end of that line.,SYNTAX_ERROR,False,0,0,0,835,statement ending,1,
38,ML,1,301007,307,lru-cache,LRU Cache,medium,state update and eviction policy,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you've got a great start on setting up your variables! Can you think about what needs to happen inside the loop to make your `progress` variable change and move towards the solution?,STUCK_NO_PROGRESS,True,0,3,0,864,unfinished implementation,2,
39,ML,1,301007,307,lru-cache,LRU Cache,medium,state update and eviction policy,3,first_conceptual_error,unknown_logic_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,gemini,Great job on passing the tests! Your solution seems to be working correctly.,UNKNOWN,True,3,0,0,818,logic block,1,
40,ML,1,301007,307,lru-cache,LRU Cache,medium,state update and eviction policy,4,repeated_conceptual_error,unknown_logic_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,NO_FEEDBACK,false,gemini,You're on the right track with adding items to the cache and returning the value. Think about what needs to happen when the cache exceeds its capacity to ensure it stays within the defined limit.,UNKNOWN,True,3,0,0,869,logic block,1,
41,ML,1,301007,307,lru-cache,LRU Cache,medium,state update and eviction policy,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,template,Compare this part of your logic with the task requirement.,UNKNOWN,True,1,2,0,868,logic block,1,
42,ML,1,301007,307,lru-cache,LRU Cache,medium,state update and eviction policy,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,gemini,You're on the right track with updating the cache and checking its size! Consider what happens *after* you've added a new item if the cache is already full.,UNKNOWN,True,3,0,0,705,logic block,1,
43,ML,1,301008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a small syntax issue with how your statement is ending. Double-check the punctuation and structure around that line.,SYNTAX_ERROR,False,0,0,0,761,statement ending,1,
44,ML,1,301008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,Great start! It looks like you've set up the basic structure. What is the next logical step to begin implementing the core algorithm as per the TODO comment?,STUCK_NO_PROGRESS,True,0,3,0,894,unfinished implementation,2,
45,ML,1,301008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,gemini,Great start on the loop structure! Take another look at the condition for your `for` loop and consider the edge cases when `right` reaches the end of the string.,OFF_BY_ONE,True,1,2,0,807,for loop condition,1,
46,ML,1,301008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,"Your loop condition is very close to what's needed, but remember that string indices are zero-based. Double-check how you're iterating to make sure you include all characters and avoid an `IndexOutOfBoundsException`.",OFF_BY_ONE,True,1,2,0,872,for loop condition,1,
47,ML,1,301008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,"You're on the right track with incrementing `checkpoint`, but make sure it's being updated at the correct times to pass all the tests! Consider the sequence of operations and where `checkpoint` needs to change.",UNKNOWN,True,1,2,0,769,logic block,1,
48,ML,1,301008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great job on passing most of the tests! Take another look at how you're updating `best` and consider if there are any edge cases where the current logic might not capture the longest valid substring.,UNKNOWN,True,3,0,1,824,logic block,1,
49,ML,1,301009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a small syntax issue with how your statement is ending. Double-check the punctuation and structure to ensure everything is correctly placed.,SYNTAX_ERROR,False,0,0,0,822,statement ending,1,
50,ML,1,301009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you're on the right track with setting up the `progress` variable! Have you considered how you'll update this variable based on the problem's requirements?,STUCK_NO_PROGRESS,True,0,3,0,665,unfinished implementation,2,
51,ML,1,301009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,gemini,Your `while` loop condition seems to be causing an infinite loop. Think about what condition would accurately signal when you've processed the entire list and it's time to stop.,WRONG_CONDITION,True,1,2,0,1254,while condition,1,
52,ML,1,301009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with using a `while` loop and checking for `null`! Consider what condition needs to be true for the loop to *continue* iterating through the list, rather than stopping immediately.",WRONG_CONDITION,True,1,2,0,811,while condition,1,
53,ML,1,301009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,"You're off to a good start, but it looks like there's a small issue with how the `checkpoint` variable is being updated within your logic. Take another look at that section to see if you can spot it!",UNKNOWN,True,1,2,0,839,logic block,1,
54,ML,1,301009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Your code correctly reverses the linked list! Well done!,UNKNOWN,True,3,0,0,701,logic block,1,
55,ML,1,301010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there's a small syntax error on this line.  Pay close attention to how statements are terminated in C++.,SYNTAX_ERROR,False,0,0,0,754,statement ending,1,
56,ML,1,301010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,"It looks like you're off to a good start with setting up your variables! What are the key steps needed to achieve the task's goal, and how can you translate those into code?",STUCK_NO_PROGRESS,True,0,3,0,711,unfinished implementation,2,
57,ML,1,301010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,gemini,You're very close! Take another look at your loop condition and how it relates to array indexing.,OFF_BY_ONE,True,1,2,1,676,for loop condition,1,
58,ML,1,301010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great start on the loop logic! Double-check the loop's stopping condition to ensure it includes all the necessary elements for the sum.,OFF_BY_ONE,True,1,2,0,604,for loop condition,1,
59,ML,1,301010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,Great start on your logic block! Take another look at how the `checkpoint` variable is being updated to ensure it's tracking the correct values.,UNKNOWN,True,1,2,0,935,logic block,1,
60,ML,1,301010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great job on getting all the tests to pass with your code!,UNKNOWN,True,3,0,0,914,logic block,1,
61,ML,1,301011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a slight syntax issue with how your statement is ending. Double-check the punctuation you're using at the end of that line.,SYNTAX_ERROR,False,0,0,0,869,statement ending,1,
62,ML,1,301011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,You're off to a good start by setting up the basic structure! What's the next logical step in tackling the core algorithm that the TODO comment mentions?,STUCK_NO_PROGRESS,True,0,3,0,985,unfinished implementation,2,
63,ML,1,301011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,NO_FEEDBACK,false,gemini,You're very close to getting this right! Take another look at your loop condition and consider what the last valid index of a string is.,OFF_BY_ONE,True,1,2,1,846,for loop condition,1,
64,ML,1,301011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,template,Think about the loop boundaries. Are you iterating one step too far?,OFF_BY_ONE,True,1,2,0,964,for loop condition,1,
65,ML,1,301011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,gemini,You're on the right track with your logic! Take another look at how the `checkpoint` variable is being used and updated within the loop to ensure it accurately reflects the intended sequence.,UNKNOWN,True,1,2,0,1440,logic block,1,
66,ML,1,301011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,template,Good progress. Continue working.,UNKNOWN,True,3,0,0,2128,logic block,1,
67,ML,1,301012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,NO_FEEDBACK,false,gemini,It looks like there might be a small syntax error with how your statement is ending. Double-check the punctuation at the end of that line!,SYNTAX_ERROR,False,0,0,0,826,statement ending,1,
68,ML,1,301012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,Great start! It looks like you're on the right track with setting up your variables. What are the next logical steps to get your core algorithm working?,STUCK_NO_PROGRESS,True,0,3,0,987,unfinished implementation,2,
69,ML,1,301012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,template,Review the condition carefully. Does it describe the exact stopping rule?,WRONG_CONDITION,True,1,2,0,870,while condition,1,
70,ML,1,301012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,template,Review the condition carefully. Does it describe the exact stopping rule?,WRONG_CONDITION,True,1,2,0,781,while condition,1,
71,ML,1,301012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,NO_FEEDBACK,false,template,Good progress. Continue working.,UNKNOWN,True,1,2,1,5870,logic block,1,
72,ML,1,301012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,template,Good progress. Continue working.,OFF_BY_ONE,True,1,2,0,825,for loop condition,1,
