student_id,problem_id,difficulty,dataset_source,session_id,error_type,severity,compile_success,tests_passed,tests_failed,same_error_count,total_errors_seen,attempt_no,last_feedback_action,last_feedback_success,has_suspicious_region,code_lines,total_feedback_count_in_session,feedback_action
13,1,interview,public_code_corpus,9,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,13,1,CONCEPTUAL_HINT
152,1,interview,public_code_corpus,9,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,13,2,NO_FEEDBACK
91,2,interview,public_code_corpus,10,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,62,0,GUIDING_QUESTION
63,2,interview,public_code_corpus,10,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,62,1,CONCEPTUAL_HINT
175,2,interview,public_code_corpus,10,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,62,2,NO_FEEDBACK
23,2,interview,public_code_corpus,11,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,11,0,CODE_HIGHLIGHT
111,2,interview,public_code_corpus,11,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,11,1,CONCEPTUAL_HINT
126,2,interview,public_code_corpus,11,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,11,2,GUIDING_QUESTION
193,2,interview,public_code_corpus,11,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,11,3,NO_FEEDBACK
48,2,interview,public_code_corpus,12,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,20,0,CODE_HIGHLIGHT
157,2,interview,public_code_corpus,12,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,20,1,CONCEPTUAL_HINT
104,2,interview,public_code_corpus,12,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,20,2,NO_FEEDBACK
68,2,interview,public_code_corpus,13,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,24,0,CODE_HIGHLIGHT
181,2,interview,public_code_corpus,13,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,24,1,CONCEPTUAL_HINT
97,2,interview,public_code_corpus,13,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,24,2,NO_FEEDBACK
200,2,interview,public_code_corpus,14,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,20,0,GUIDING_QUESTION
171,2,interview,public_code_corpus,14,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,20,1,CONCEPTUAL_HINT
93,2,interview,public_code_corpus,14,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,20,2,NO_FEEDBACK
5,3,interview,public_code_corpus,15,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,10,0,CODE_HIGHLIGHT
113,3,interview,public_code_corpus,15,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,10,1,CONCEPTUAL_HINT
77,3,interview,public_code_corpus,15,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,10,2,GUIDING_QUESTION
23,3,interview,public_code_corpus,15,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,10,3,NO_FEEDBACK
46,3,interview,public_code_corpus,16,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,6,0,CODE_HIGHLIGHT
108,3,interview,public_code_corpus,16,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,6,1,CONCEPTUAL_HINT
25,3,interview,public_code_corpus,16,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,6,2,NO_FEEDBACK
194,3,interview,public_code_corpus,17,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,11,0,CODE_HIGHLIGHT
170,3,interview,public_code_corpus,17,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,11,1,CONCEPTUAL_HINT
91,3,interview,public_code_corpus,17,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,11,2,NO_FEEDBACK
107,3,interview,public_code_corpus,18,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,16,0,GUIDING_QUESTION
35,3,interview,public_code_corpus,18,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,16,1,CONCEPTUAL_HINT
193,3,interview,public_code_corpus,18,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,16,2,NO_FEEDBACK
25,3,interview,public_code_corpus,19,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,8,0,CODE_HIGHLIGHT
90,3,interview,public_code_corpus,19,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,8,1,CONCEPTUAL_HINT
132,3,interview,public_code_corpus,19,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,8,2,GUIDING_QUESTION
3,3,interview,public_code_corpus,19,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,8,3,NO_FEEDBACK
188,4,interview,public_code_corpus,20,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,18,0,CODE_HIGHLIGHT
161,4,interview,public_code_corpus,20,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,18,1,CONCEPTUAL_HINT
133,4,interview,public_code_corpus,20,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,18,2,NO_FEEDBACK
105,4,interview,public_code_corpus,21,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,17,0,CODE_HIGHLIGHT
31,4,interview,public_code_corpus,21,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,17,1,CONCEPTUAL_HINT
153,4,interview,public_code_corpus,21,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,17,2,NO_FEEDBACK
33,4,interview,public_code_corpus,22,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,19,0,GUIDING_QUESTION
36,4,interview,public_code_corpus,22,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,19,1,CONCEPTUAL_HINT
147,4,interview,public_code_corpus,22,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,19,2,NO_FEEDBACK
93,4,interview,public_code_corpus,23,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,25,0,CODE_HIGHLIGHT
43,4,interview,public_code_corpus,23,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,25,1,CONCEPTUAL_HINT
183,4,interview,public_code_corpus,23,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,25,2,GUIDING_QUESTION
32,4,interview,public_code_corpus,23,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,25,3,NO_FEEDBACK
55,4,interview,public_code_corpus,24,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,24,0,CODE_HIGHLIGHT
116,4,interview,public_code_corpus,24,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,24,1,CONCEPTUAL_HINT
181,4,interview,public_code_corpus,24,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,24,2,NO_FEEDBACK
61,5,interview,public_code_corpus,25,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,24,0,CODE_HIGHLIGHT
31,5,interview,public_code_corpus,25,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,24,1,CONCEPTUAL_HINT
141,5,interview,public_code_corpus,25,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,24,2,NO_FEEDBACK
20,5,interview,public_code_corpus,26,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,49,0,GUIDING_QUESTION
146,5,interview,public_code_corpus,26,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,49,1,CONCEPTUAL_HINT
14,5,interview,public_code_corpus,26,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,49,2,NO_FEEDBACK
21,5,interview,public_code_corpus,27,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,31,0,CODE_HIGHLIGHT
123,5,interview,public_code_corpus,27,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,31,1,CONCEPTUAL_HINT
51,5,interview,public_code_corpus,27,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,31,2,GUIDING_QUESTION
126,5,interview,public_code_corpus,27,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,31,3,NO_FEEDBACK
66,5,interview,public_code_corpus,28,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,46,0,CODE_HIGHLIGHT
163,5,interview,public_code_corpus,28,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,46,1,CONCEPTUAL_HINT
106,5,interview,public_code_corpus,28,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,46,2,NO_FEEDBACK
84,5,interview,public_code_corpus,29,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,20,0,CODE_HIGHLIGHT
79,5,interview,public_code_corpus,29,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,20,1,CONCEPTUAL_HINT
72,5,interview,public_code_corpus,29,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,20,2,NO_FEEDBACK
35,6,interview,public_code_corpus,30,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,28,0,GUIDING_QUESTION
106,6,interview,public_code_corpus,30,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,28,1,CONCEPTUAL_HINT
115,6,interview,public_code_corpus,30,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,28,2,NO_FEEDBACK
198,6,interview,public_code_corpus,31,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,32,0,CODE_HIGHLIGHT
176,6,interview,public_code_corpus,31,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,32,1,CONCEPTUAL_HINT
166,6,interview,public_code_corpus,31,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,32,2,GUIDING_QUESTION
88,6,interview,public_code_corpus,31,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,32,3,NO_FEEDBACK
67,6,interview,public_code_corpus,32,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,20,0,CODE_HIGHLIGHT
197,6,interview,public_code_corpus,32,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,20,1,CONCEPTUAL_HINT
87,6,interview,public_code_corpus,32,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,20,2,NO_FEEDBACK
54,6,interview,public_code_corpus,33,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,20,0,CODE_HIGHLIGHT
192,6,interview,public_code_corpus,33,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,20,1,CONCEPTUAL_HINT
117,6,interview,public_code_corpus,33,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,20,2,NO_FEEDBACK
49,6,interview,public_code_corpus,34,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,22,0,GUIDING_QUESTION
118,6,interview,public_code_corpus,34,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,22,1,CONCEPTUAL_HINT
104,6,interview,public_code_corpus,34,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,22,2,NO_FEEDBACK
103,7,interview,public_code_corpus,35,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,73,0,CODE_HIGHLIGHT
135,7,interview,public_code_corpus,35,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,73,1,CONCEPTUAL_HINT
30,7,interview,public_code_corpus,35,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,73,2,GUIDING_QUESTION
24,7,interview,public_code_corpus,35,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,73,3,NO_FEEDBACK
75,7,interview,public_code_corpus,36,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,45,0,CODE_HIGHLIGHT
200,7,interview,public_code_corpus,36,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,45,1,CONCEPTUAL_HINT
136,7,interview,public_code_corpus,36,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,45,2,NO_FEEDBACK
108,7,interview,public_code_corpus,37,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,29,0,CODE_HIGHLIGHT
66,7,interview,public_code_corpus,37,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,29,1,CONCEPTUAL_HINT
168,7,interview,public_code_corpus,37,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,29,2,NO_FEEDBACK
192,7,interview,public_code_corpus,38,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,28,0,GUIDING_QUESTION
147,7,interview,public_code_corpus,38,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,28,1,CONCEPTUAL_HINT
107,7,interview,public_code_corpus,38,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,28,2,NO_FEEDBACK
163,7,interview,public_code_corpus,39,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,18,0,CODE_HIGHLIGHT
185,7,interview,public_code_corpus,39,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,18,1,CONCEPTUAL_HINT
41,7,interview,public_code_corpus,39,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,18,2,GUIDING_QUESTION
166,7,interview,public_code_corpus,39,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,18,3,NO_FEEDBACK
176,8,interview,public_code_corpus,40,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,41,0,CODE_HIGHLIGHT
96,8,interview,public_code_corpus,40,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,41,1,CONCEPTUAL_HINT
121,8,interview,public_code_corpus,40,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,41,2,NO_FEEDBACK
133,8,interview,public_code_corpus,41,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,39,0,CODE_HIGHLIGHT
108,8,interview,public_code_corpus,41,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,39,1,CONCEPTUAL_HINT
102,8,interview,public_code_corpus,41,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,39,2,NO_FEEDBACK
179,8,interview,public_code_corpus,42,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,42,0,GUIDING_QUESTION
127,8,interview,public_code_corpus,42,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,42,1,CONCEPTUAL_HINT
135,8,interview,public_code_corpus,42,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,42,2,NO_FEEDBACK
90,8,interview,public_code_corpus,43,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,36,0,CODE_HIGHLIGHT
9,8,interview,public_code_corpus,43,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,36,1,CONCEPTUAL_HINT
116,8,interview,public_code_corpus,43,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,36,2,GUIDING_QUESTION
89,8,interview,public_code_corpus,43,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,36,3,NO_FEEDBACK
78,8,interview,public_code_corpus,44,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,35,0,CODE_HIGHLIGHT
168,8,interview,public_code_corpus,44,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,35,1,CONCEPTUAL_HINT
191,8,interview,public_code_corpus,44,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,35,2,NO_FEEDBACK
81,9,interview,public_code_corpus,45,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,8,0,CODE_HIGHLIGHT
183,9,interview,public_code_corpus,45,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,8,1,CONCEPTUAL_HINT
72,9,interview,public_code_corpus,45,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,8,2,NO_FEEDBACK
160,9,interview,public_code_corpus,46,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,4,0,GUIDING_QUESTION
125,9,interview,public_code_corpus,46,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,4,1,CONCEPTUAL_HINT
52,9,interview,public_code_corpus,46,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,4,2,NO_FEEDBACK
198,9,interview,public_code_corpus,47,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,8,0,CODE_HIGHLIGHT
85,9,interview,public_code_corpus,47,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,8,1,CONCEPTUAL_HINT
63,9,interview,public_code_corpus,47,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,8,2,GUIDING_QUESTION
90,9,interview,public_code_corpus,47,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,8,3,NO_FEEDBACK
87,9,interview,public_code_corpus,48,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,15,0,CODE_HIGHLIGHT
136,9,interview,public_code_corpus,48,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,15,1,CONCEPTUAL_HINT
142,9,interview,public_code_corpus,48,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,15,2,NO_FEEDBACK
30,9,interview,public_code_corpus,49,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,22,0,CODE_HIGHLIGHT
89,9,interview,public_code_corpus,49,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,22,1,CONCEPTUAL_HINT
168,9,interview,public_code_corpus,49,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,22,2,NO_FEEDBACK
103,10,interview,public_code_corpus,50,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,13,0,GUIDING_QUESTION
23,10,interview,public_code_corpus,50,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,13,1,CONCEPTUAL_HINT
29,10,interview,public_code_corpus,50,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,13,2,NO_FEEDBACK
18,10,interview,public_code_corpus,51,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,17,0,CODE_HIGHLIGHT
97,10,interview,public_code_corpus,51,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,17,1,CONCEPTUAL_HINT
179,10,interview,public_code_corpus,51,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,17,2,GUIDING_QUESTION
123,10,interview,public_code_corpus,51,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,17,3,NO_FEEDBACK
198,10,interview,public_code_corpus,52,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,7,0,CODE_HIGHLIGHT
83,10,interview,public_code_corpus,52,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,7,1,CONCEPTUAL_HINT
22,10,interview,public_code_corpus,52,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,7,2,NO_FEEDBACK
61,10,interview,public_code_corpus,53,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,13,0,CODE_HIGHLIGHT
55,10,interview,public_code_corpus,53,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,13,1,CONCEPTUAL_HINT
60,10,interview,public_code_corpus,53,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,13,2,NO_FEEDBACK
162,10,interview,public_code_corpus,54,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,6,0,GUIDING_QUESTION
64,10,interview,public_code_corpus,54,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,6,1,CONCEPTUAL_HINT
190,10,interview,public_code_corpus,54,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,6,2,NO_FEEDBACK
16,11,interview,public_code_corpus,55,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,143,0,CODE_HIGHLIGHT
43,11,interview,public_code_corpus,55,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,143,1,CONCEPTUAL_HINT
20,11,interview,public_code_corpus,55,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,143,2,GUIDING_QUESTION
1,11,interview,public_code_corpus,55,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,143,3,NO_FEEDBACK
113,11,interview,public_code_corpus,56,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,65,0,CODE_HIGHLIGHT
