submission_id,problem_id,programming_language,verdict,dataset_source,error_type,severity,compile_success,tests_passed,tests_failed,same_error_count,total_errors_seen,attempt_no,last_feedback_action,last_feedback_success,has_suspicious_region,code_lines,total_feedback_count_in_session,target_feedback_action
39903581,1003/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,83,0,NO_FEEDBACK
39902698,1003/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,68,0,NO_FEEDBACK
39925908,1003/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,43,0,1,1,1,NONE,False,False,73,0,NO_FEEDBACK
39914693,1003/C,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,25,0,1,1,1,NONE,False,False,27,0,NO_FEEDBACK
39909649,1003/C,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,25,0,1,1,1,NONE,False,False,32,0,NO_FEEDBACK
39906664,1003/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,25,0,1,1,1,NONE,False,False,30,0,NO_FEEDBACK
39911021,1003/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,25,0,1,1,1,NONE,False,False,67,0,NO_FEEDBACK
39910105,1003/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,25,0,1,1,1,NONE,False,False,40,0,NO_FEEDBACK
39916485,1003/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,48,0,NO_FEEDBACK
39924513,1003/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,126,0,NO_FEEDBACK
39917540,1003/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
39924193,1003/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,70,0,NO_FEEDBACK
39923509,1003/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,59,0,1,1,1,NONE,False,False,56,0,NO_FEEDBACK
40006154,1004/B,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,27,0,1,1,1,NONE,False,False,23,0,NO_FEEDBACK
40005848,1004/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,27,0,1,1,1,NONE,False,False,47,0,NO_FEEDBACK
40005712,1004/B,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,27,0,1,1,1,NONE,False,False,25,0,NO_FEEDBACK
40005304,1004/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,27,0,1,1,1,NONE,False,False,19,0,NO_FEEDBACK
40004249,1004/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,27,0,1,1,1,NONE,False,False,38,0,NO_FEEDBACK
39996575,1004/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,134,0,NO_FEEDBACK
40001709,1004/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,54,0,NO_FEEDBACK
40001830,1004/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,64,0,NO_FEEDBACK
40003970,1004/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,108,0,NO_FEEDBACK
40004279,1004/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,47,0,1,1,1,NONE,False,False,92,0,NO_FEEDBACK
40139536,1005/F,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,76,0,NO_FEEDBACK
40140189,1005/F,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,82,0,NO_FEEDBACK
40144938,1005/F,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,95,0,NO_FEEDBACK
40143786,1005/F,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,60,0,NO_FEEDBACK
40143679,1005/F,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,60,0,NO_FEEDBACK
40433894,1006/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,58,0,NO_FEEDBACK
40431146,1006/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,59,0,NO_FEEDBACK
40427963,1006/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,40,0,NO_FEEDBACK
40425599,1006/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,50,0,NO_FEEDBACK
40433213,1006/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,67,0,NO_FEEDBACK
40291268,1007/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,297,0,NO_FEEDBACK
40287759,1007/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,167,0,NO_FEEDBACK
40284510,1007/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,78,0,1,1,1,NONE,False,False,265,0,NO_FEEDBACK
40345827,1009/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,48,0,NO_FEEDBACK
40343558,1009/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,30,0,NO_FEEDBACK
40341299,1009/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,68,0,NO_FEEDBACK
40340074,1009/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,38,0,NO_FEEDBACK
40337245,1009/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,54,0,1,1,1,NONE,False,False,64,0,NO_FEEDBACK
40335821,1009/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,52,0,1,1,1,NONE,False,False,52,0,NO_FEEDBACK
40347705,1009/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,52,0,1,1,1,NONE,False,False,32,0,NO_FEEDBACK
40337134,1009/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,52,0,1,1,1,NONE,False,False,70,0,NO_FEEDBACK
40333720,1009/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,52,0,1,1,1,NONE,False,False,96,0,NO_FEEDBACK
40332680,1009/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,52,0,1,1,1,NONE,False,False,72,0,NO_FEEDBACK
3321321,101/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,39,0,NO_FEEDBACK
3260187,101/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,24,0,NO_FEEDBACK
18625175,101/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,82,0,NO_FEEDBACK
4085071,101/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,32,0,NO_FEEDBACK
3260797,101/A,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,48,0,1,1,1,NONE,False,False,25,0,NO_FEEDBACK
22203147,101/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,89,0,NO_FEEDBACK
22202268,101/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,155,0,NO_FEEDBACK
580792,101/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,70,0,NO_FEEDBACK
18875363,101/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,117,0,NO_FEEDBACK
581713,101/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,105,0,NO_FEEDBACK
18630594,101/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,197,0,NO_FEEDBACK
18040660,101/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,151,0,NO_FEEDBACK
18610552,101/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,125,0,NO_FEEDBACK
18610515,101/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,125,0,NO_FEEDBACK
18610480,101/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,70,0,1,1,1,NONE,False,False,119,0,NO_FEEDBACK
40810734,1010/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,42,0,NO_FEEDBACK
40802049,1010/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,31,0,NO_FEEDBACK
40797734,1010/A,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,45,0,NO_FEEDBACK
40794125,1010/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,37,0,NO_FEEDBACK
40794091,1010/A,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,76,0,1,1,1,NONE,False,False,71,0,NO_FEEDBACK
40960627,1012/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,77,0,1,1,1,NONE,False,False,217,0,NO_FEEDBACK
40963025,1012/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,77,0,1,1,1,NONE,False,False,154,0,NO_FEEDBACK
40963296,1012/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,77,0,1,1,1,NONE,False,False,75,0,NO_FEEDBACK
40960130,1012/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,77,0,1,1,1,NONE,False,False,105,0,NO_FEEDBACK
40966913,1012/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,77,0,1,1,1,NONE,False,False,174,0,NO_FEEDBACK
40966430,1012/E,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,160,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
40960617,1012/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,160,0,1,1,1,NONE,False,False,122,0,NO_FEEDBACK
40964178,1012/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,160,0,1,1,1,NONE,False,False,106,0,NO_FEEDBACK
40964935,1012/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,160,0,1,1,1,NONE,False,False,157,0,NO_FEEDBACK
40966609,1012/E,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,160,0,1,1,1,NONE,False,False,170,0,NO_FEEDBACK
41053258,1015/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,69,0,1,1,1,NONE,False,False,59,0,NO_FEEDBACK
41037715,1015/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,69,0,1,1,1,NONE,False,False,77,0,NO_FEEDBACK
41040900,1015/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,69,0,1,1,1,NONE,False,False,86,0,NO_FEEDBACK
41058351,1015/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,69,0,1,1,1,NONE,False,False,175,0,NO_FEEDBACK
41059158,1015/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,69,0,1,1,1,NONE,False,False,77,0,NO_FEEDBACK
41179190,1016/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,52,0,NO_FEEDBACK
41177737,1016/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,24,0,NO_FEEDBACK
41174376,1016/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,77,0,NO_FEEDBACK
41172142,1016/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,74,0,NO_FEEDBACK
41185046,1016/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,58,0,1,1,1,NONE,False,False,68,0,NO_FEEDBACK
41185377,1016/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,34,0,1,1,1,NONE,False,False,326,0,NO_FEEDBACK
41182474,1016/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,34,0,1,1,1,NONE,False,False,43,0,NO_FEEDBACK
41172878,1016/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,34,0,1,1,1,NONE,False,False,102,0,NO_FEEDBACK
41178659,1016/E,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,34,0,1,1,1,NONE,False,False,108,0,NO_FEEDBACK
41179374,1016/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,34,0,1,1,1,NONE,False,False,77,0,NO_FEEDBACK
41345692,1017/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,36,0,1,1,1,NONE,False,False,46,0,NO_FEEDBACK
41366393,1017/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,36,0,1,1,1,NONE,False,False,51,0,NO_FEEDBACK
41362395,1017/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,36,0,1,1,1,NONE,False,False,88,0,NO_FEEDBACK
41370298,1017/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,36,0,1,1,1,NONE,False,False,61,0,NO_FEEDBACK
41370259,1017/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,36,0,1,1,1,NONE,False,False,42,0,NO_FEEDBACK
41492327,1019/C,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,41,0,1,1,1,NONE,False,False,142,0,NO_FEEDBACK
41491982,1019/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,41,0,1,1,1,NONE,False,False,89,0,NO_FEEDBACK
41496194,1019/C,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,41,0,1,1,1,NONE,False,False,212,0,NO_FEEDBACK
41491682,1019/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,41,0,1,1,1,NONE,False,False,63,0,NO_FEEDBACK
41485063,1019/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,41,0,1,1,1,NONE,False,False,96,0,NO_FEEDBACK
41482324,1019/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,83,0,1,1,1,NONE,False,False,89,0,NO_FEEDBACK
41488916,1019/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,83,0,1,1,1,NONE,False,False,55,0,NO_FEEDBACK
41493676,1019/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,83,0,1,1,1,NONE,False,False,111,0,NO_FEEDBACK
41489624,1019/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,83,0,1,1,1,NONE,False,False,169,0,NO_FEEDBACK
41496169,1019/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,83,0,1,1,1,NONE,False,False,154,0,NO_FEEDBACK
41702151,1023/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,44,0,1,1,1,NONE,False,False,13,0,NO_FEEDBACK
41696405,1023/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,44,0,1,1,1,NONE,False,False,33,0,NO_FEEDBACK
41702693,1023/C,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,44,0,1,1,1,NONE,False,False,43,0,NO_FEEDBACK
41697465,1023/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,44,0,1,1,1,NONE,False,False,129,0,NO_FEEDBACK
41695220,1023/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,44,0,1,1,1,NONE,False,False,91,0,NO_FEEDBACK
41714102,1023/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,151,0,NO_FEEDBACK
41697400,1023/D,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,122,0,NO_FEEDBACK
41721495,1023/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,117,0,NO_FEEDBACK
41712845,1023/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,92,0,NO_FEEDBACK
41713134,1023/D,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,74,0,1,1,1,NONE,False,False,116,0,NO_FEEDBACK
41860937,1025/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,98,0,1,1,1,NONE,False,False,71,0,NO_FEEDBACK
41841497,1025/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,98,0,1,1,1,NONE,False,False,54,0,NO_FEEDBACK
41841626,1025/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,98,0,1,1,1,NONE,False,False,57,0,NO_FEEDBACK
41839851,1025/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,98,0,1,1,1,NONE,False,False,68,0,NO_FEEDBACK
41843254,1025/B,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,98,0,1,1,1,NONE,False,False,39,0,NO_FEEDBACK
41864276,1025/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,179,0,NO_FEEDBACK
41862185,1025/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,148,0,NO_FEEDBACK
41861619,1025/E,MS C++,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,142,0,NO_FEEDBACK
41861406,1025/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,233,0,NO_FEEDBACK
41860629,1025/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,68,0,1,1,1,NONE,False,False,52,0,NO_FEEDBACK
41772286,1027/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,46,0,1,1,1,NONE,False,False,33,0,NO_FEEDBACK
41774233,1027/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,46,0,1,1,1,NONE,False,False,92,0,NO_FEEDBACK
41784557,1027/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,46,0,1,1,1,NONE,False,False,46,0,NO_FEEDBACK
41769099,1027/C,GNU C++,OK,selected_accepted,SUCCESS,LOW,True,46,0,1,1,1,NONE,False,False,45,0,NO_FEEDBACK
41779292,1027/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,46,0,1,1,1,NONE,False,False,368,0,NO_FEEDBACK
42181218,1028/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,22,0,1,1,1,NONE,False,False,46,0,NO_FEEDBACK
42180725,1028/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,22,0,1,1,1,NONE,False,False,53,0,NO_FEEDBACK
42180697,1028/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,22,0,1,1,1,NONE,False,False,26,0,NO_FEEDBACK
42180638,1028/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,22,0,1,1,1,NONE,False,False,33,0,NO_FEEDBACK
42180540,1028/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,22,0,1,1,1,NONE,False,False,17,0,NO_FEEDBACK
42170341,1028/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,112,0,1,1,1,NONE,False,False,115,0,NO_FEEDBACK
42171375,1028/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,112,0,1,1,1,NONE,False,False,45,0,NO_FEEDBACK
42177058,1028/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,112,0,1,1,1,NONE,False,False,56,0,NO_FEEDBACK
42176702,1028/E,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,112,0,1,1,1,NONE,False,False,39,0,NO_FEEDBACK
42171605,1028/E,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,112,0,1,1,1,NONE,False,False,88,0,NO_FEEDBACK
43312520,1030/A,MS C++,OK,selected_accepted,SUCCESS,LOW,True,28,0,1,1,1,NONE,False,False,10,0,NO_FEEDBACK
43311248,1030/A,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,28,0,1,1,1,NONE,False,False,18,0,NO_FEEDBACK
43317736,1030/A,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,28,0,1,1,1,NONE,False,False,24,0,NO_FEEDBACK
43317423,1030/A,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,28,0,1,1,1,NONE,False,False,66,0,NO_FEEDBACK
43315886,1030/A,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,28,0,1,1,1,NONE,False,False,20,0,NO_FEEDBACK
43329100,1030/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,62,0,1,1,1,NONE,False,False,53,0,NO_FEEDBACK
43335663,1030/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,62,0,1,1,1,NONE,False,False,24,0,NO_FEEDBACK
43331818,1030/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,62,0,1,1,1,NONE,False,False,59,0,NO_FEEDBACK
43331485,1030/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,62,0,1,1,1,NONE,False,False,58,0,NO_FEEDBACK
43331332,1030/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,62,0,1,1,1,NONE,False,False,46,0,NO_FEEDBACK
45933115,1032/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,102,0,1,1,1,NONE,False,False,35,0,NO_FEEDBACK
45932047,1032/B,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,102,0,1,1,1,NONE,False,False,120,0,NO_FEEDBACK
45926179,1032/B,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,102,0,1,1,1,NONE,False,False,62,0,NO_FEEDBACK
45934366,1032/B,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,102,0,1,1,1,NONE,False,False,53,0,NO_FEEDBACK
45933373,1032/B,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,102,0,1,1,1,NONE,False,False,54,0,NO_FEEDBACK
45926415,1032/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,263,0,NO_FEEDBACK
45934182,1032/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,101,0,NO_FEEDBACK
45938720,1032/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,87,0,NO_FEEDBACK
45938537,1032/C,GNU C++11,OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,81,0,NO_FEEDBACK
45936907,1032/C,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,38,0,1,1,1,NONE,False,False,114,0,NO_FEEDBACK
45936181,1032/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,129,0,NO_FEEDBACK
45936095,1032/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,59,0,NO_FEEDBACK
45923682,1032/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,60,0,NO_FEEDBACK
45930400,1032/D,C++14 (GCC 6-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,63,0,NO_FEEDBACK
45938234,1032/D,C++17 (GCC 7-32),OK,selected_accepted,SUCCESS,LOW,True,37,0,1,1,1,NONE,False,False,76,0,NO_FEEDBACK
