student_id,problem_id,difficulty,dataset_source,session_id,error_type,severity,compile_success,tests_passed,tests_failed,same_error_count,total_errors_seen,attempt_no,last_feedback_action,last_feedback_success,has_suspicious_region,code_lines,total_feedback_count_in_session,feedback_action
36,5,interview,public_code_corpus,17,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,31,3,NO_FEEDBACK
183,6,interview,public_code_corpus,18,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,28,0,GUIDING_QUESTION
104,6,interview,public_code_corpus,18,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,28,1,CONCEPTUAL_HINT
100,6,interview,public_code_corpus,18,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,28,2,NO_FEEDBACK
20,6,interview,public_code_corpus,19,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,32,0,CODE_HIGHLIGHT
23,6,interview,public_code_corpus,19,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,32,1,CONCEPTUAL_HINT
172,6,interview,public_code_corpus,19,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,32,2,GUIDING_QUESTION
74,6,interview,public_code_corpus,19,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,32,3,NO_FEEDBACK
149,6,interview,public_code_corpus,20,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,20,0,CODE_HIGHLIGHT
107,6,interview,public_code_corpus,20,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,20,1,CONCEPTUAL_HINT
63,6,interview,public_code_corpus,20,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,20,2,NO_FEEDBACK
154,7,interview,public_code_corpus,21,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,73,0,CODE_HIGHLIGHT
63,7,interview,public_code_corpus,21,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,73,1,CONCEPTUAL_HINT
25,7,interview,public_code_corpus,21,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,73,2,GUIDING_QUESTION
72,7,interview,public_code_corpus,21,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,73,3,NO_FEEDBACK
5,7,interview,public_code_corpus,22,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,45,0,CODE_HIGHLIGHT
54,7,interview,public_code_corpus,22,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,45,1,CONCEPTUAL_HINT
164,7,interview,public_code_corpus,22,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,45,2,NO_FEEDBACK
140,7,interview,public_code_corpus,23,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,29,0,CODE_HIGHLIGHT
98,7,interview,public_code_corpus,23,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,29,1,CONCEPTUAL_HINT
173,7,interview,public_code_corpus,23,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,29,2,NO_FEEDBACK
76,8,interview,public_code_corpus,24,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,41,0,CODE_HIGHLIGHT
130,8,interview,public_code_corpus,24,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,41,1,CONCEPTUAL_HINT
25,8,interview,public_code_corpus,24,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,41,2,NO_FEEDBACK
42,8,interview,public_code_corpus,25,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,39,0,CODE_HIGHLIGHT
94,8,interview,public_code_corpus,25,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,39,1,CONCEPTUAL_HINT
83,8,interview,public_code_corpus,25,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,39,2,NO_FEEDBACK
86,8,interview,public_code_corpus,26,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,42,0,GUIDING_QUESTION
177,8,interview,public_code_corpus,26,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,42,1,CONCEPTUAL_HINT
126,8,interview,public_code_corpus,26,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,42,2,NO_FEEDBACK
165,9,interview,public_code_corpus,27,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,8,0,CODE_HIGHLIGHT
34,9,interview,public_code_corpus,27,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,8,1,CONCEPTUAL_HINT
71,9,interview,public_code_corpus,27,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,8,2,NO_FEEDBACK
38,9,interview,public_code_corpus,28,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,4,0,GUIDING_QUESTION
189,9,interview,public_code_corpus,28,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,4,1,CONCEPTUAL_HINT
51,9,interview,public_code_corpus,28,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,4,2,NO_FEEDBACK
22,9,interview,public_code_corpus,29,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,8,0,CODE_HIGHLIGHT
157,9,interview,public_code_corpus,29,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,8,1,CONCEPTUAL_HINT
194,9,interview,public_code_corpus,29,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,8,2,GUIDING_QUESTION
26,9,interview,public_code_corpus,29,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,8,3,NO_FEEDBACK
105,10,interview,public_code_corpus,30,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,13,0,GUIDING_QUESTION
1,10,interview,public_code_corpus,30,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,13,1,CONCEPTUAL_HINT
64,10,interview,public_code_corpus,30,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,13,2,NO_FEEDBACK
182,10,interview,public_code_corpus,31,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,17,0,CODE_HIGHLIGHT
4,10,interview,public_code_corpus,31,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,17,1,CONCEPTUAL_HINT
14,10,interview,public_code_corpus,31,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,17,2,GUIDING_QUESTION
86,10,interview,public_code_corpus,31,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,17,3,NO_FEEDBACK
55,10,interview,public_code_corpus,32,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,7,0,CODE_HIGHLIGHT
2,10,interview,public_code_corpus,32,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,7,1,CONCEPTUAL_HINT
177,10,interview,public_code_corpus,32,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,7,2,NO_FEEDBACK
66,11,interview,public_code_corpus,33,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,143,0,CODE_HIGHLIGHT
191,11,interview,public_code_corpus,33,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,143,1,CONCEPTUAL_HINT
33,11,interview,public_code_corpus,33,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,143,2,GUIDING_QUESTION
15,11,interview,public_code_corpus,33,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,143,3,NO_FEEDBACK
96,11,interview,public_code_corpus,34,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,65,0,CODE_HIGHLIGHT
176,11,interview,public_code_corpus,34,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,65,1,CONCEPTUAL_HINT
164,11,interview,public_code_corpus,34,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,65,2,NO_FEEDBACK
139,11,interview,public_code_corpus,35,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,57,0,CODE_HIGHLIGHT
116,11,interview,public_code_corpus,35,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,57,1,CONCEPTUAL_HINT
168,11,interview,public_code_corpus,35,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,57,2,NO_FEEDBACK
66,12,interview,public_code_corpus,36,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,31,0,CODE_HIGHLIGHT
140,12,interview,public_code_corpus,36,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,31,1,CONCEPTUAL_HINT
146,12,interview,public_code_corpus,36,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,31,2,NO_FEEDBACK
161,12,interview,public_code_corpus,37,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,23,0,CODE_HIGHLIGHT
2,12,interview,public_code_corpus,37,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,23,1,CONCEPTUAL_HINT
38,12,interview,public_code_corpus,37,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,23,2,NO_FEEDBACK
70,12,interview,public_code_corpus,38,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,21,0,GUIDING_QUESTION
77,12,interview,public_code_corpus,38,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,21,1,CONCEPTUAL_HINT
42,12,interview,public_code_corpus,38,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,21,2,NO_FEEDBACK
87,13,interview,public_code_corpus,39,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,4,0,CODE_HIGHLIGHT
90,13,interview,public_code_corpus,39,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,4,1,CONCEPTUAL_HINT
40,13,interview,public_code_corpus,39,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,4,2,NO_FEEDBACK
42,13,interview,public_code_corpus,40,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,7,0,GUIDING_QUESTION
161,13,interview,public_code_corpus,40,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,7,1,CONCEPTUAL_HINT
190,13,interview,public_code_corpus,40,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,7,2,NO_FEEDBACK
179,13,interview,public_code_corpus,41,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,12,0,CODE_HIGHLIGHT
144,13,interview,public_code_corpus,41,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,12,1,CONCEPTUAL_HINT
122,13,interview,public_code_corpus,41,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,12,2,GUIDING_QUESTION
17,13,interview,public_code_corpus,41,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,12,3,NO_FEEDBACK
158,14,interview,public_code_corpus,42,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,13,0,GUIDING_QUESTION
97,14,interview,public_code_corpus,42,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,13,1,CONCEPTUAL_HINT
185,14,interview,public_code_corpus,42,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,13,2,NO_FEEDBACK
78,14,interview,public_code_corpus,43,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,12,0,CODE_HIGHLIGHT
111,14,interview,public_code_corpus,43,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,12,1,CONCEPTUAL_HINT
138,14,interview,public_code_corpus,43,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,12,2,GUIDING_QUESTION
76,14,interview,public_code_corpus,43,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,12,3,NO_FEEDBACK
35,14,interview,public_code_corpus,44,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,14,0,CODE_HIGHLIGHT
160,14,interview,public_code_corpus,44,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,14,1,CONCEPTUAL_HINT
77,14,interview,public_code_corpus,44,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,14,2,NO_FEEDBACK
153,15,interview,public_code_corpus,45,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,5,0,CODE_HIGHLIGHT
168,15,interview,public_code_corpus,45,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,5,1,CONCEPTUAL_HINT
105,15,interview,public_code_corpus,45,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,5,2,GUIDING_QUESTION
129,15,interview,public_code_corpus,45,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,5,3,NO_FEEDBACK
63,15,interview,public_code_corpus,46,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,5,0,CODE_HIGHLIGHT
142,15,interview,public_code_corpus,46,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,5,1,CONCEPTUAL_HINT
58,15,interview,public_code_corpus,46,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,5,2,NO_FEEDBACK
43,15,interview,public_code_corpus,47,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,7,0,CODE_HIGHLIGHT
40,15,interview,public_code_corpus,47,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,7,1,CONCEPTUAL_HINT
117,15,interview,public_code_corpus,47,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,7,2,NO_FEEDBACK
116,16,interview,public_code_corpus,48,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,41,0,CODE_HIGHLIGHT
6,16,interview,public_code_corpus,48,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,41,1,CONCEPTUAL_HINT
122,16,interview,public_code_corpus,48,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,41,2,NO_FEEDBACK
89,17,interview,public_code_corpus,49,OFF_BY_ONE,MEDIUM,True,0,1,0,1,1,,,True,35,0,CODE_HIGHLIGHT
93,17,interview,public_code_corpus,49,OFF_BY_ONE,MEDIUM,True,0,1,2,2,2,CODE_HIGHLIGHT,False,True,35,1,CONCEPTUAL_HINT
122,17,interview,public_code_corpus,49,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,35,2,NO_FEEDBACK
117,17,interview,public_code_corpus,50,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,14,0,GUIDING_QUESTION
22,17,interview,public_code_corpus,50,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,14,1,CONCEPTUAL_HINT
87,17,interview,public_code_corpus,50,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,14,2,NO_FEEDBACK
101,17,interview,public_code_corpus,51,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,18,0,CODE_HIGHLIGHT
30,17,interview,public_code_corpus,51,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,18,1,CONCEPTUAL_HINT
159,17,interview,public_code_corpus,51,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,18,2,GUIDING_QUESTION
49,17,interview,public_code_corpus,51,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,18,3,NO_FEEDBACK
57,18,interview,public_code_corpus,52,STUCK_NO_PROGRESS,MEDIUM,True,0,1,0,1,1,,,True,5,0,GUIDING_QUESTION
38,18,interview,public_code_corpus,52,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,GUIDING_QUESTION,False,True,5,1,CONCEPTUAL_HINT
138,18,interview,public_code_corpus,52,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,5,2,NO_FEEDBACK
190,18,interview,public_code_corpus,53,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,6,0,CODE_HIGHLIGHT
24,18,interview,public_code_corpus,53,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,6,1,CONCEPTUAL_HINT
148,18,interview,public_code_corpus,53,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,6,2,GUIDING_QUESTION
155,18,interview,public_code_corpus,53,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,6,3,NO_FEEDBACK
180,18,interview,public_code_corpus,54,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,17,0,CODE_HIGHLIGHT
128,18,interview,public_code_corpus,54,SYNTAX_ERROR,HIGH,False,0,1,2,2,2,CODE_HIGHLIGHT,False,True,17,1,CONCEPTUAL_HINT
34,18,interview,public_code_corpus,54,SUCCESS,LOW,True,1,0,0,2,3,CONCEPTUAL_HINT,False,False,17,2,NO_FEEDBACK
154,19,interview,public_code_corpus,55,SYNTAX_ERROR,HIGH,False,0,1,0,1,1,,,True,15,0,CODE_HIGHLIGHT
113,19,interview,public_code_corpus,55,WRONG_CONDITION,MEDIUM,True,0,1,1,2,2,CODE_HIGHLIGHT,False,True,15,1,CONCEPTUAL_HINT
100,19,interview,public_code_corpus,55,WRONG_CONDITION,MEDIUM,True,0,1,2,3,3,CONCEPTUAL_HINT,False,True,15,2,GUIDING_QUESTION
127,19,interview,public_code_corpus,55,SUCCESS,LOW,True,1,0,0,3,4,GUIDING_QUESTION,False,False,15,3,NO_FEEDBACK
