event_index,mode,phase,student_id,task_id,attempt_no,scenario,status,action,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,error
35,RULE,replay,210002,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,62,for loop condition,
36,RULE,replay,210002,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,46,unfinished implementation,
37,RULE,replay,210002,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,50,while condition,
38,RULE,replay,210002,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,11,41,logic block,
39,RULE,replay,210003,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,51,statement ending,
40,RULE,replay,210003,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,5,28,statement ending,
41,RULE,replay,210003,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,47,statement ending,
42,RULE,replay,210003,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,59,for loop condition,
43,RULE,replay,210003,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,59,for loop condition,
44,RULE,replay,210003,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,64,for loop condition,
45,RULE,replay,210003,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,1,50,while condition,
46,RULE,replay,210003,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,48,while condition,
47,RULE,replay,210003,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,45,unfinished implementation,
48,RULE,replay,210003,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,32,"line 1, column 66",
49,RULE,replay,210003,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,53,unfinished implementation,
50,RULE,replay,210003,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,37,logic block,
51,RULE,replay,210003,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,2,60,logic block,
52,RULE,replay,210003,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,36,logic block,
53,RULE,replay,210003,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,50,statement ending,
54,RULE,replay,210003,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,11,50,for loop condition,
55,RULE,replay,210003,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,68,unfinished implementation,
56,RULE,replay,210003,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,11,39,while condition,
57,RULE,replay,210003,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,9,33,logic block,
58,RULE,replay,210004,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,1,60,statement ending,
59,RULE,replay,210004,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,25,statement ending,
60,RULE,replay,210004,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,5,43,statement ending,
61,RULE,replay,210004,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,5,57,for loop condition,
62,RULE,replay,210004,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,41,for loop condition,
63,RULE,replay,210004,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,47,for loop condition,
64,RULE,replay,210004,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,57,while condition,
65,RULE,replay,210004,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,52,while condition,
66,RULE,replay,210004,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,51,unfinished implementation,
67,RULE,replay,210004,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,37,"line 1, column 66",
68,RULE,replay,210004,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,52,unfinished implementation,
69,RULE,replay,210004,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,50,logic block,
70,RULE,replay,210004,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,8,45,logic block,
71,RULE,replay,210004,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,30,logic block,
72,RULE,replay,210004,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,25,statement ending,
73,RULE,replay,210004,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,53,for loop condition,
74,RULE,replay,210004,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,46,unfinished implementation,
75,RULE,replay,210004,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,11,49,while condition,
76,RULE,replay,210004,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,9,48,logic block,
77,RULE,replay,210005,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,42,statement ending,
78,RULE,replay,210005,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,24,statement ending,
79,RULE,replay,210005,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,1,24,statement ending,
80,RULE,replay,210005,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,55,for loop condition,
81,RULE,replay,210005,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,34,for loop condition,
82,RULE,replay,210005,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,10,54,for loop condition,
83,RULE,replay,210005,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,36,while condition,
84,RULE,replay,210005,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,57,while condition,
85,RULE,replay,210005,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,48,unfinished implementation,
86,RULE,replay,210005,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,42,"line 1, column 66",
87,RULE,replay,210005,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,47,unfinished implementation,
88,RULE,replay,210005,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,51,logic block,
89,RULE,replay,210005,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,8,33,logic block,
90,RULE,replay,210005,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,51,logic block,
91,RULE,replay,210005,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,43,statement ending,
92,RULE,replay,210005,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,50,for loop condition,
93,RULE,replay,210005,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,47,unfinished implementation,
94,RULE,replay,210005,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,47,while condition,
95,RULE,replay,210005,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,11,48,logic block,
96,RULE,replay,210006,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,44,statement ending,
97,RULE,replay,210006,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,43,statement ending,
98,RULE,replay,210006,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,45,statement ending,
99,RULE,replay,210006,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,10,58,for loop condition,
100,RULE,replay,210006,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,40,for loop condition,
101,RULE,replay,210006,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,47,for loop condition,
102,RULE,replay,210006,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,49,while condition,
103,RULE,replay,210006,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,27,while condition,
104,RULE,replay,210006,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,50,unfinished implementation,
105,RULE,replay,210006,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,43,"line 1, column 66",
106,RULE,replay,210006,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,29,unfinished implementation,
107,RULE,replay,210006,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,3,58,logic block,
108,RULE,replay,210006,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,8,42,logic block,
109,RULE,replay,210006,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,7,43,logic block,
110,RULE,replay,210006,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,23,statement ending,
111,RULE,replay,210006,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,40,for loop condition,
112,RULE,replay,210006,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,48,unfinished implementation,
113,RULE,replay,210006,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,47,while condition,
114,RULE,replay,210006,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,7,28,logic block,
115,RULE,replay,210007,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,49,statement ending,
116,RULE,replay,210007,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,24,statement ending,
117,RULE,replay,210007,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,35,statement ending,
118,RULE,replay,210007,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,4,31,for loop condition,
119,RULE,replay,210007,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,52,for loop condition,
120,RULE,replay,210007,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,46,for loop condition,
121,RULE,replay,210007,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,75,while condition,
122,RULE,replay,210007,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,46,while condition,
123,RULE,replay,210007,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,47,unfinished implementation,
124,RULE,replay,210007,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,40,"line 1, column 66",
125,RULE,replay,210007,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,53,unfinished implementation,
126,RULE,replay,210007,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,47,logic block,
127,RULE,replay,210007,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,7,47,logic block,
128,RULE,replay,210007,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,35,logic block,
129,RULE,replay,210007,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,25,statement ending,
130,RULE,replay,210007,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,25,for loop condition,
131,RULE,replay,210007,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,50,unfinished implementation,
132,RULE,replay,210007,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,45,while condition,
133,RULE,replay,210007,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,6,50,logic block,
134,RULE,replay,210008,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,24,statement ending,
135,RULE,replay,210008,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,50,statement ending,
136,RULE,replay,210008,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,47,statement ending,
137,RULE,replay,210008,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,53,for loop condition,
138,RULE,replay,210008,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,44,for loop condition,
139,RULE,replay,210008,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,51,for loop condition,
140,RULE,replay,210008,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,45,while condition,
141,RULE,replay,210008,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,27,while condition,
142,RULE,replay,210008,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,58,unfinished implementation,
143,RULE,replay,210008,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,33,"line 1, column 66",
144,RULE,replay,210008,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,52,unfinished implementation,
145,RULE,replay,210008,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,6,31,logic block,
146,RULE,replay,210008,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,9,48,logic block,
147,RULE,replay,210008,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,53,logic block,
148,RULE,replay,210008,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,27,statement ending,
149,RULE,replay,210008,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,48,for loop condition,
150,RULE,replay,210008,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,27,unfinished implementation,
151,RULE,replay,210008,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,46,while condition,
152,RULE,replay,210008,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,8,48,logic block,
153,RULE,replay,210009,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,36,statement ending,
154,RULE,replay,210009,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,47,statement ending,
155,RULE,replay,210009,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,5,52,statement ending,
156,RULE,replay,210009,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,46,for loop condition,
157,RULE,replay,210009,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,45,for loop condition,
158,RULE,replay,210009,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,6,48,for loop condition,
159,RULE,replay,210009,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,47,while condition,
160,RULE,replay,210009,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,44,while condition,
161,RULE,replay,210009,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,50,unfinished implementation,
162,RULE,replay,210009,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,22,"line 1, column 66",
163,RULE,replay,210009,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,51,unfinished implementation,
164,RULE,replay,210009,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,18,66,logic block,
165,RULE,replay,210009,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,8,49,logic block,
166,RULE,replay,210009,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,7,26,logic block,
167,RULE,replay,210009,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,41,statement ending,
168,RULE,replay,210009,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,48,for loop condition,
169,RULE,replay,210009,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,25,unfinished implementation,
170,RULE,replay,210009,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,51,while condition,
171,RULE,replay,210009,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,8,47,logic block,
172,RULE,replay,210010,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,46,statement ending,
173,RULE,replay,210010,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,43,statement ending,
174,RULE,replay,210010,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,3,22,statement ending,
175,RULE,replay,210010,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,48,for loop condition,
176,RULE,replay,210010,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,9,27,for loop condition,
177,RULE,replay,210010,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,8,45,for loop condition,
178,RULE,replay,210010,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,51,while condition,
179,RULE,replay,210010,103,8,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,41,while condition,
180,RULE,replay,210010,104,9,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,48,unfinished implementation,
181,RULE,replay,210010,104,10,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,43,"line 1, column 66",
182,RULE,replay,210010,104,11,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,6,47,unfinished implementation,
183,RULE,replay,210010,105,12,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,7,52,logic block,
184,RULE,replay,210010,106,13,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,7,44,logic block,
185,RULE,replay,210010,105,14,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,13,62,logic block,
186,RULE,replay,210010,101,15,syntax_after_progress,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,5,50,statement ending,
187,RULE,replay,210010,102,16,off_by_one_after_progress,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,25,for loop condition,
188,RULE,replay,210010,104,17,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,7,47,unfinished implementation,
189,RULE,replay,210010,103,18,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,45,while condition,
190,RULE,replay,210010,105,19,complete_return_final,200,CONCEPTUAL_HINT,UNKNOWN,True,3,0,8,49,logic block,
191,RULE,replay,210011,101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,27,statement ending,
192,RULE,replay,210011,101,2,syntax_missing_semicolon_b,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,49,statement ending,
193,RULE,replay,210011,101,3,syntax_missing_semicolon_c,200,CONCEPTUAL_HINT,SYNTAX_ERROR,False,0,0,4,22,statement ending,
194,RULE,replay,210011,102,4,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,42,for loop condition,
195,RULE,replay,210011,102,5,off_by_one_repeat_a,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,44,for loop condition,
196,RULE,replay,210011,102,6,off_by_one_repeat_b,200,CONCEPTUAL_HINT,OFF_BY_ONE,True,1,2,7,49,for loop condition,
197,RULE,replay,210011,103,7,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,45,while condition,
