event_index,mode,phase,student_id,task_id,attempt_no,scenario,status,action,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,error
45,RULE,stress,310045,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,39,while condition,
46,RULE,stress,310046,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,34,while condition,
47,RULE,stress,310047,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,35,unfinished implementation,
48,RULE,stress,310048,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,"line 1, column 66",
49,RULE,stress,310049,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,36,unfinished implementation,
50,RULE,stress,310050,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,33,logic block,
51,RULE,stress,310051,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,9,44,logic block,
52,RULE,stress,310052,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,38,logic block,
53,RULE,stress,310053,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,statement ending,
54,RULE,stress,310054,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,37,for loop condition,
55,RULE,stress,310055,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,37,unfinished implementation,
56,RULE,stress,310056,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,34,while condition,
57,RULE,stress,310057,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,33,logic block,
58,RULE,stress,310058,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,28,statement ending,
59,RULE,stress,310059,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,58,statement ending,
60,RULE,stress,310060,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,36,statement ending,
61,RULE,stress,310061,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,35,for loop condition,
62,RULE,stress,310062,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,11,61,for loop condition,
63,RULE,stress,310063,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,34,for loop condition,
64,RULE,stress,310064,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,10,58,while condition,
65,RULE,stress,310065,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,14,39,while condition,
66,RULE,stress,310066,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,14,39,unfinished implementation,
67,RULE,stress,310067,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,51,"line 1, column 66",
68,RULE,stress,310068,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,16,50,unfinished implementation,
69,RULE,stress,310069,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,16,48,logic block,
70,RULE,stress,310070,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,9,43,logic block,
71,RULE,stress,310071,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,11,43,logic block,
72,RULE,stress,310072,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,38,statement ending,
73,RULE,stress,310073,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,35,for loop condition,
74,RULE,stress,310074,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,34,unfinished implementation,
75,RULE,stress,310075,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,37,while condition,
76,RULE,stress,310076,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,58,logic block,
77,RULE,stress,310077,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,30,statement ending,
78,RULE,stress,310078,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,31,statement ending,
79,RULE,stress,310079,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,31,statement ending,
80,RULE,stress,310080,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,36,for loop condition,
81,RULE,stress,310081,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,36,for loop condition,
82,RULE,stress,310082,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,35,for loop condition,
83,RULE,stress,310083,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,34,while condition,
84,RULE,stress,310084,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,34,while condition,
85,RULE,stress,310085,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,37,unfinished implementation,
86,RULE,stress,310086,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,28,"line 1, column 66",
87,RULE,stress,310087,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,37,unfinished implementation,
88,RULE,stress,310088,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,11,36,logic block,
89,RULE,stress,310089,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,13,36,logic block,
90,RULE,stress,310090,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,43,logic block,
91,RULE,stress,310091,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,statement ending,
92,RULE,stress,310092,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,7,34,for loop condition,
93,RULE,stress,310093,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,9,49,unfinished implementation,
94,RULE,stress,310094,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,31,while condition,
95,RULE,stress,310095,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,33,logic block,
96,RULE,stress,310096,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,44,statement ending,
97,RULE,stress,310097,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,26,statement ending,
98,RULE,stress,310098,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,51,statement ending,
99,RULE,stress,310099,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,30,for loop condition,
100,RULE,stress,310100,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,31,for loop condition,
101,RULE,stress,310101,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,33,for loop condition,
102,RULE,stress,310102,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,53,while condition,
103,RULE,stress,310103,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,33,while condition,
104,RULE,stress,310104,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,31,unfinished implementation,
105,RULE,stress,310105,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,46,"line 1, column 66",
106,RULE,stress,310106,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,5,51,unfinished implementation,
107,RULE,stress,310107,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,30,logic block,
108,RULE,stress,310108,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,8,39,logic block,
109,RULE,stress,310109,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,7,33,logic block,
110,RULE,stress,310110,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,2,28,statement ending,
111,RULE,stress,310111,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,5,34,for loop condition,
112,RULE,stress,310112,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,17,37,unfinished implementation,
113,RULE,stress,310113,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,17,36,while condition,
114,RULE,stress,310114,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,37,logic block,
115,RULE,stress,310115,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,47,statement ending,
116,RULE,stress,310116,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,statement ending,
117,RULE,stress,310117,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,30,statement ending,
118,RULE,stress,310118,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,35,for loop condition,
119,RULE,stress,310119,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,35,for loop condition,
120,RULE,stress,310120,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,4,33,for loop condition,
121,RULE,stress,310121,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,4,31,while condition,
122,RULE,stress,310122,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,11,31,while condition,
123,RULE,stress,310123,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,31,unfinished implementation,
124,RULE,stress,310124,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,44,"line 1, column 66",
125,RULE,stress,310125,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,44,unfinished implementation,
126,RULE,stress,310126,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,56,logic block,
127,RULE,stress,310127,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,10,32,logic block,
128,RULE,stress,310128,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,32,logic block,
129,RULE,stress,310129,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,28,statement ending,
130,RULE,stress,310130,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,5,35,for loop condition,
131,RULE,stress,310131,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,50,unfinished implementation,
132,RULE,stress,310132,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,0,38,while condition,
133,RULE,stress,310133,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,35,logic block,
134,RULE,stress,310134,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,0,30,statement ending,
135,RULE,stress,310135,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,0,30,statement ending,
136,RULE,stress,310136,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,0,26,statement ending,
137,RULE,stress,310137,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,12,38,for loop condition,
138,RULE,stress,310138,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,12,37,for loop condition,
139,RULE,stress,310139,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,38,for loop condition,
140,RULE,stress,310140,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,37,while condition,
141,RULE,stress,310141,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,39,while condition,
142,RULE,stress,310142,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,39,unfinished implementation,
143,RULE,stress,310143,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,34,"line 1, column 66",
144,RULE,stress,310144,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,37,unfinished implementation,
145,RULE,stress,310145,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,11,34,logic block,
146,RULE,stress,310146,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,9,34,logic block,
147,RULE,stress,310147,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,9,33,logic block,
148,RULE,stress,310148,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,28,statement ending,
149,RULE,stress,310149,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,31,for loop condition,
150,RULE,stress,310150,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,32,unfinished implementation,
151,RULE,stress,310151,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,8,32,while condition,
152,RULE,stress,310152,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,31,logic block,
153,RULE,stress,310153,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,0,27,statement ending,
154,RULE,stress,310154,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,45,statement ending,
155,RULE,stress,310155,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,35,statement ending,
156,RULE,stress,310156,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,11,30,for loop condition,
157,RULE,stress,310157,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,57,for loop condition,
158,RULE,stress,310158,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,6,31,for loop condition,
159,RULE,stress,310159,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,31,while condition,
160,RULE,stress,310160,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,6,30,while condition,
161,RULE,stress,310161,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,13,56,unfinished implementation,
162,RULE,stress,310162,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,"line 1, column 66",
163,RULE,stress,310163,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,12,35,unfinished implementation,
164,RULE,stress,310164,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,13,36,logic block,
165,RULE,stress,310165,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,12,37,logic block,
166,RULE,stress,310166,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,12,37,logic block,
167,RULE,stress,310167,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,51,statement ending,
168,RULE,stress,310168,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,11,34,for loop condition,
169,RULE,stress,310169,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,10,36,unfinished implementation,
170,RULE,stress,310170,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,9,38,while condition,
171,RULE,stress,310171,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,8,39,logic block,
172,RULE,stress,310172,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,35,statement ending,
173,RULE,stress,310173,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,33,statement ending,
174,RULE,stress,310174,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,34,statement ending,
175,RULE,stress,310175,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,9,34,for loop condition,
176,RULE,stress,310176,2102,1,off_by_one_repeat_a,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,34,for loop condition,
177,RULE,stress,310177,2102,1,off_by_one_repeat_b,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,8,33,for loop condition,
178,RULE,stress,310178,2103,1,wrong_condition_first,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,32,while condition,
179,RULE,stress,310179,2103,1,wrong_condition_repeat,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,7,31,while condition,
180,RULE,stress,310180,2104,1,unfinished_todo_first,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,8,32,unfinished implementation,
181,RULE,stress,310181,2104,1,unfinished_todo_repeat_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,3,30,"line 1, column 66",
182,RULE,stress,310182,2104,1,unfinished_todo_repeat_b,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,3,52,unfinished implementation,
183,RULE,stress,310183,2105,1,complete_return_first,200,NO_FEEDBACK,UNKNOWN,True,3,0,3,45,logic block,
184,RULE,stress,310184,2106,1,unknown_partial_logic,200,CONCEPTUAL_HINT,UNKNOWN,True,1,2,5,31,logic block,
185,RULE,stress,310185,2105,1,complete_return_second,200,NO_FEEDBACK,UNKNOWN,True,3,0,4,30,logic block,
186,RULE,stress,310186,2101,1,syntax_after_progress,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,6,27,statement ending,
187,RULE,stress,310187,2102,1,off_by_one_after_progress,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,6,36,for loop condition,
188,RULE,stress,310188,2104,1,unfinished_todo_after_progress,200,GUIDING_QUESTION,STUCK_NO_PROGRESS,True,0,3,12,50,unfinished implementation,
189,RULE,stress,310189,2103,1,wrong_condition_after_progress,200,CONCEPTUAL_HINT,WRONG_CONDITION,True,1,2,12,50,while condition,
190,RULE,stress,310190,2105,1,complete_return_final,200,NO_FEEDBACK,UNKNOWN,True,3,0,10,39,logic block,
191,RULE,stress,310191,2101,1,syntax_missing_semicolon_a,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,4,30,statement ending,
192,RULE,stress,310192,2101,1,syntax_missing_semicolon_b,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,49,statement ending,
193,RULE,stress,310193,2101,1,syntax_missing_semicolon_c,200,CODE_HIGHLIGHT,SYNTAX_ERROR,False,0,0,5,48,statement ending,
194,RULE,stress,310194,2102,1,off_by_one_first,200,CODE_HIGHLIGHT,OFF_BY_ONE,True,1,2,10,38,for loop condition,
