event_index,mode,cohort,student_id,problem_id,problem_slug,problem_title,difficulty,concept,attempt_no,stage,scenario,expected_action,expected_reason,status,action,agreement,feedback_source,feedback_text,error_type,compile_success,tests_passed,tests_failed,analysis_time_ms,wall_latency_ms,suspicious_region,code_lines,error
11,ML,1,901002,302,two-sum,Two Sum,easy,hash map lookup and pair search,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,Great job getting the code to compile and pass one test! Take another look at your logic block; there might be a small adjustment needed to handle all the cases correctly.,UNKNOWN,True,1,2,0,952,logic block,1,
12,ML,1,901002,302,two-sum,Two Sum,easy,hash map lookup and pair search,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,You're on the right track with your logic to find the pair! Consider if your current approach handles all possible scenarios where a valid pair might exist.,UNKNOWN,True,3,0,0,3594,logic block,1,
13,ML,1,901003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,template,Check the statement ending. There may be a small issue here.,SYNTAX_ERROR,False,0,0,0,3978,statement ending,1,
14,ML,1,901003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,template,What should be true at each iteration for your algorithm to work correctly?,STUCK_NO_PROGRESS,True,0,3,0,1342,unfinished implementation,2,
15,ML,1,901003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,3,first_conceptual_error,possible_null_access_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,template,Check the logic block. There may be a small issue here.,UNKNOWN,True,3,0,1,1297,logic block,1,
16,ML,1,901003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,4,repeated_conceptual_error,possible_null_access_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,template,Compare this part of your logic with the task requirement.,UNKNOWN,True,3,0,0,2405,logic block,1,
17,ML,1,901003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,You're on the right track with how you're handling the `checkpoint` variable! Take another look at the conditions within your logic block to ensure they precisely match the requirements for all test cases.,UNKNOWN,True,1,2,1,1366,logic block,1,
18,ML,1,901003,303,valid-parentheses,Valid Parentheses,easy,stack state and matching brackets,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,gemini,"Great job on passing most of the tests! Your logic for handling the stack seems to be on the right track, but consider what happens if the input string has more closing brackets than opening brackets.",UNKNOWN,True,3,0,0,2225,logic block,1,
19,ML,1,901004,304,binary-search,Binary Search,easy,search interval invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there's a small syntax issue with how the statement ends in your code. Double-check the punctuation at the end of that line.,SYNTAX_ERROR,False,0,0,0,3213,statement ending,1,
20,ML,1,901004,304,binary-search,Binary Search,easy,search interval invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,"It looks like you're off to a good start, but there's still some core logic to implement. What's the first step you'd take to begin solving this problem?",STUCK_NO_PROGRESS,True,0,3,0,886,unfinished implementation,2,
21,ML,1,901004,304,binary-search,Binary Search,easy,search interval invariant,3,first_conceptual_error,wrong_loop_boundary_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,gemini,"Your binary search is on the right track, but double-check the conditions for your `while` loop and how `right` is updated. Consider edge cases where the target might be the last element!",WRONG_LOOP_BOUNDARY,True,1,2,0,779,binary search loop boundary,1,
22,ML,1,901004,304,binary-search,Binary Search,easy,search interval invariant,4,repeated_conceptual_error,wrong_loop_boundary_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,You're on the right track with your binary search implementation! Consider carefully how the `low` and `high` pointers should be updated to ensure you explore the entire search space and don't miss the target element.,WRONG_LOOP_BOUNDARY,True,1,2,0,1868,binary search loop boundary,1,
23,ML,1,901004,304,binary-search,Binary Search,easy,search interval invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with incrementing the `checkpoint` variable, but think about where in your code the `checkpoint` should actually be incremented to accurately reflect the completion of each stage of the task. Consider the flow of your program and what conditions need to be met before moving to the next checkpoint.",UNKNOWN,True,1,2,0,1406,logic block,1,
24,ML,1,901004,304,binary-search,Binary Search,easy,search interval invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,"Great start! Your binary search implementation is on the right track, but consider how the loop condition and return statement are affecting the search. Think about what needs to happen *inside* the loop for the search to continue and find the target.",UNKNOWN,True,3,0,0,897,logic block,1,
25,ML,1,901005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,You're close! Pay attention to how statements are terminated in C++. Consider what punctuation marks your code might be missing.,SYNTAX_ERROR,False,0,0,0,925,statement ending,1,
26,ML,1,901005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,You're off to a great start! What's the next logical step to implement the core logic for this task?,STUCK_NO_PROGRESS,True,0,3,0,694,unfinished implementation,2,
27,ML,1,901005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,template,Check the for loop condition. There may be a small issue here.,OFF_BY_ONE,True,1,2,0,581,for loop condition,1,
28,ML,1,901005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,"Your loop condition is very close to being correct, but it might be causing you to go one step too far. Think about the valid indices for an array!",OFF_BY_ONE,True,1,2,0,684,for loop condition,1,
29,ML,1,901005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,Great start! It looks like you're on the right track with incrementing the `checkpoint`. Think about what the problem is asking for and how the `checkpoint` variable should be used to represent that.,UNKNOWN,True,1,2,0,838,logic block,1,
30,ML,1,901005,305,merge-sorted-array,Merge Sorted Array,easy,array index management,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great job on passing the tests! Your loop looks like it's iterating correctly to achieve the desired outcome.,UNKNOWN,True,3,0,0,684,logic block,1,
31,ML,1,901006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,I see a small syntax issue with how the statement ends. Take another look at the line where you declare and initialize `candidate`.,SYNTAX_ERROR,False,0,0,0,727,statement ending,1,
32,ML,1,901006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you're just getting started with the core logic for this task! What's the first step you think you need to take to begin implementing the algorithm?,STUCK_NO_PROGRESS,True,0,3,0,746,unfinished implementation,2,
33,ML,1,901006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,template,Review the condition carefully. Does it describe the exact stopping rule?,WRONG_CONDITION,True,1,2,0,776,while condition,1,
34,ML,1,901006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with initializing `left` and `right` pointers, but let's think about the condition for your `while` loop. Consider what needs to happen for the loop to continue processing elements and what specific condition would cause it to stop too early.",WRONG_CONDITION,True,1,2,1,891,while condition,1,
35,ML,1,901006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with incrementing the `checkpoint`, but it looks like the logic within your `if` statement isn't quite capturing all the necessary conditions for the test cases that are failing. Consider carefully what each part of your `if` condition needs to evaluate to.",UNKNOWN,True,1,2,0,852,logic block,1,
36,ML,1,901006,306,trapping-rain-water,Trapping Rain Water,hard,two pointers and running maxima,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great job on passing the tests! It looks like you've got a solid approach to the core logic of the problem.,UNKNOWN,True,3,0,0,771,logic block,1,
37,ML,1,901007,307,lru-cache,LRU Cache,medium,state update and eviction policy,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there's a small syntax error with how your statement is ending. Double-check the punctuation at the end of your `int candidate = 0` line.,SYNTAX_ERROR,False,0,0,0,811,statement ending,1,
38,ML,1,901007,307,lru-cache,LRU Cache,medium,state update and eviction policy,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you're on the right track with setting up the basic structure! What part of the core algorithm are you finding most challenging to implement?,STUCK_NO_PROGRESS,True,0,3,0,767,unfinished implementation,2,
39,ML,1,901007,307,lru-cache,LRU Cache,medium,state update and eviction policy,3,first_conceptual_error,unknown_logic_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,false,gemini,CODE_HIGHLIGHT: Looks like you've got the right idea for updating the cache! Keep refining your logic to ensure it handles all scenarios correctly.,UNKNOWN,True,3,0,0,1103,logic block,1,
40,ML,1,901007,307,lru-cache,LRU Cache,medium,state update and eviction policy,4,repeated_conceptual_error,unknown_logic_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,"Great job on implementing the `put` operation! You're on the right track with adding the item and checking the cache size, but take another look at what needs to happen *after* you determine the cache is too large.",UNKNOWN,True,3,0,0,1487,logic block,1,
41,ML,1,901007,307,lru-cache,LRU Cache,medium,state update and eviction policy,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,Your code is on the right track with managing the `checkpoint` variable! Consider how the `if` statement's condition is evaluated and how that impacts the flow of your program to address the failing tests.,UNKNOWN,True,1,2,0,992,logic block,1,
42,ML,1,901007,307,lru-cache,LRU Cache,medium,state update and eviction policy,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,CONCEPTUAL_HINT,false,gemini,Great job on the implementation! Consider what happens if the cache is already at full capacity when you try to add a new item.,UNKNOWN,True,3,0,0,1710,logic block,1,
43,ML,1,901008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there might be a small syntax error with how your statement is ending. Take a closer look at the line where you declare and initialize `candidate`.,SYNTAX_ERROR,False,0,0,0,992,statement ending,1,
44,ML,1,901008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,template,What should be true at each iteration for your algorithm to work correctly?,STUCK_NO_PROGRESS,True,0,3,0,1061,unfinished implementation,2,
45,ML,1,901008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,gemini,You're so close! Double-check the condition in your `for` loop; it might be including an extra iteration that's causing some tests to fail.,OFF_BY_ONE,True,1,2,0,890,for loop condition,1,
46,ML,1,901008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,You're almost there with your loop! Consider how array and string indices work in Java – they start at 0.,OFF_BY_ONE,True,1,2,0,721,for loop condition,1,
47,ML,1,901008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with incrementing the `checkpoint`, but consider how the value of `checkpoint` needs to change throughout the entire process to pass all tests. Think about the conditions under which you should increment it.",UNKNOWN,True,1,2,0,842,logic block,1,
48,ML,1,901008,308,longest-substring,Longest Substring Without Repeating Characters,medium,sliding window invariant,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great job on getting all the tests to pass! Your logic for finding the maximum length seems to be working effectively.,UNKNOWN,True,3,0,0,803,logic block,1,
49,ML,1,901009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there might be a small syntax issue with how your statement is ending. Double-check the punctuation required for variable declarations in Java.,SYNTAX_ERROR,False,0,0,0,788,statement ending,1,
50,ML,1,901009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,"It looks like you're off to a good start, but the core logic of the algorithm is still missing. Can you think about what needs to happen to calculate the `progress` based on the problem description?",STUCK_NO_PROGRESS,True,0,3,0,843,unfinished implementation,2,
51,ML,1,901009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,gemini,"It looks like your `while` loop condition isn't quite right, which is causing it to not progress through the list as expected. Consider what needs to be true for the loop to continue processing nodes.",WRONG_CONDITION,True,1,2,0,838,while condition,1,
52,ML,1,901009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with your loop, but think carefully about the condition that should keep the loop running. Consider what happens when `current` reaches the end of the list.",WRONG_CONDITION,True,1,2,0,892,while condition,1,
53,ML,1,901009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,"Your code successfully increments the `checkpoint` variable. Consider how this logic aligns with the overall goal of the task, especially when handling multiple conditions.",UNKNOWN,True,1,2,0,637,logic block,1,
54,ML,1,901009,309,reverse-linked-list,Reverse Linked List,easy,pointer update order,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,You're off to a great start with this iterative approach! Consider carefully what happens to the `prev` pointer in each step of the loop.,UNKNOWN,True,3,0,0,874,logic block,1,
55,ML,1,901010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there might be a small syntax issue where your statement ends. Double-check the punctuation at the end of your `int candidate = 0` line.,SYNTAX_ERROR,False,0,0,0,764,statement ending,1,
56,ML,1,901010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you're on the right track with the basic structure! What are the next logical steps to implement the core algorithm described in the problem?,STUCK_NO_PROGRESS,True,0,3,1,702,unfinished implementation,2,
57,ML,1,901010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,gemini,You're very close to getting this working! Take another look at your `for` loop's condition and consider the valid index range for your array.,OFF_BY_ONE,True,1,2,0,820,for loop condition,1,
58,ML,1,901010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great start on the loop! Take another look at the loop condition and the array indexing to make sure you're accessing the correct elements for your sum.,OFF_BY_ONE,True,1,2,0,705,for loop condition,1,
59,ML,1,901010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,template,Compare this part of your logic with the task requirement.,UNKNOWN,True,1,2,0,566,logic block,1,
60,ML,1,901010,310,matrix-diagonal-sum,Matrix Diagonal Sum,easy,nested indexing and double counting,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Great job! Your code correctly iterates through the matrix and calculates the sum of the diagonal elements.,UNKNOWN,True,3,0,0,805,logic block,1,
61,ML,1,901011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there might be a small syntax issue with how your statement is ending. Double-check the punctuation used after your variable declaration.,SYNTAX_ERROR,False,0,0,0,650,statement ending,1,
62,ML,1,901011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,"It looks like you're on the right track with setting up the structure, but the core logic for calculating progress is still missing. Have you considered what steps are needed to determine the progress value?",STUCK_NO_PROGRESS,True,0,3,0,719,unfinished implementation,2,
63,ML,1,901011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,3,first_conceptual_error,off_by_one_first,CODE_HIGHLIGHT,First substantial mistake should receive the least sufficient intervention.,200,CODE_HIGHLIGHT,true,gemini,You're so close to getting this right! Take another look at your `for` loop's condition and how it relates to the indices of the string.,OFF_BY_ONE,True,1,2,0,1873,for loop condition,1,
64,ML,1,901011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,4,repeated_conceptual_error,off_by_one_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great job on getting most of the tests to pass! Take another look at your loop condition and consider how it interacts with how strings are indexed in Java.,OFF_BY_ONE,True,1,2,0,2640,for loop condition,1,
65,ML,1,901011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,Great progress on the checkpoint! Take another look at the logic within that block to ensure it aligns with all the test cases.,UNKNOWN,True,1,2,0,5242,logic block,1,
66,ML,1,901011,311,roman-to-integer,Roman to Integer,easy,lookahead condition,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,Your loop iterates correctly through the string and sums up the values. Keep up the great work!,UNKNOWN,True,3,0,0,4881,logic block,1,
67,ML,1,901012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,1,syntax,missing_statement_ending,CODE_HIGHLIGHT,First syntax error should be localized before giving a concept explanation.,200,CODE_HIGHLIGHT,true,gemini,It looks like there's a small syntax error at the end of your statement. Double-check how you're terminating your lines of code.,SYNTAX_ERROR,False,0,0,0,7622,statement ending,1,
68,ML,1,901012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,2,planning,unfinished_implementation,GUIDING_QUESTION,Unfinished code should prompt the student to state the next step.,200,GUIDING_QUESTION,true,gemini,It looks like you've got a good start on setting up your variables! What do you think needs to happen inside the loop to move the `progress` closer to the target?,STUCK_NO_PROGRESS,True,0,3,0,4296,unfinished implementation,2,
69,ML,1,901012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,3,first_conceptual_error,wrong_condition_first,CONCEPTUAL_HINT,First substantial mistake should receive the least sufficient intervention.,200,CONCEPTUAL_HINT,true,gemini,"You're on the right track with your loop structure, but take another look at the condition that controls how many times your loop runs. Think about how the problem statement describes the stopping point.",WRONG_CONDITION,True,1,2,0,863,while condition,1,
70,ML,1,901012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,4,repeated_conceptual_error,wrong_condition_repeat,CONCEPTUAL_HINT,Repeated mistake should move from location cue to conceptual support.,200,CONCEPTUAL_HINT,true,gemini,Great start on the loop structure! Consider what condition will *actually* cause the loop to terminate based on the problem's requirements.,WRONG_CONDITION,True,1,2,0,1565,while condition,1,
71,ML,1,901012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,5,partial_logic,partial_but_compiling,CONCEPTUAL_HINT,Compiling but incomplete logic should receive a compact conceptual nudge.,200,CONCEPTUAL_HINT,true,gemini,"Your logic for updating the `checkpoint` variable seems to be heading in the right direction, but there might be a subtle misunderstanding about how it's being used within the larger problem. Consider how the `checkpoint` should reflect progress through different stages.",UNKNOWN,True,1,2,0,2239,logic block,1,
72,ML,1,901012,312,climbing-stairs,Climbing Stairs,easy,base cases and recurrence,6,local_completion,locally_complete,NO_FEEDBACK,Locally complete state should not be interrupted.,200,NO_FEEDBACK,true,gemini,"You're on the right track with your loop, but double-check the starting point and the ending condition to ensure you're including all the necessary iterations. Keep going!",OFF_BY_ONE,True,1,2,0,1207,for loop condition,1,
